image,libjpeg8-q95,yoga-jpeg-q95,libpng16,yoga-png,yoga-png-slow,cwebp-q95,yoga-webp-q95,cwebp-lossless,yoga-webp-lossless
drawing_gbdev11.png,0.08152322703972459,78.41009319602745,0.05214194598374888,4.991255809029099,81.14667050098069,0.03456433501560241,0.13649972202256322,0.22018547699553892,3.236462160013616
drawing_keyblade.png,0.01925817900337279,17.893418307998218,0.04609385901130736,5.618363671004772,53.16947725304635,0.0360801030183211,0.6051093809655868,0.15080690197646618,1.6460507350275293
drawing_micropython.png,0.016926121024880558,17.825779562001117,0.047024385014083236,5.975099397008307,68.42722402804065,0.03673185600200668,0.1348481950117275,0.19316607504151762,2.2223074859939516
drawing_pixelart.png,0.01493343198671937,26.854332448972855,0.019938262994401157,8.591240410984028,29.046254558954388,0.036501160997431725,0.15653801301959902,0.02570092905079946,1.787273378984537
photo_fire_oven.jpg,0.054280676995404065,147.26275897497544,0.9295502380118705,77.45863273600116,699.94097822404,0.288289921998512,0.5760645749978721,1.7760429779882543,15.280472072015982
photo_forest.png,0.8738046829821542,4286.047102729033,7.8585549860144965,165.5425733550219,1053.1491260729963,2.4816362190176733,6.809757363982499,15.036822535970714,82.5610169149586
photo_fox.jpg,0.09258658095495775,337.38021308003226,1.1869075109716505,46.863010866974946,398.0683778350358,0.33681486803106964,0.8547990120132454,1.878836781019345,16.667078998987563
photo_gameboy.jpg,0.281446810986381,1404.4830174880335,5.082990347989835,169.48933447699528,1186.9648384689935,1.766960941022262,4.378824168001302,8.386271591007244,52.59568741096882
photo_park_plaza.jpg,0.6144699199940078,3002.468720409961,7.886323211016133,107.64792586001568,723.868402241962,2.5831574390176684,6.044380737002939,15.592792247014586,89.29868537699804
screenshot_sdcc_install.png,0.017443311982788146,32.088589354010765,0.04503205401124433,3.759712736995425,25.651033753005322,0.024334556015674025,0.10287820699159056,0.014556201989762485,0.8171111089759506
screenshot_yoga.png,0.020904537988826632,56.61784824199276,0.06292453297646716,5.450872953981161,59.63253017002717,0.1092083069961518,0.7532125900033861,0.31600367499049753,2.1099591600359417
